number,name,addressStreet,addressParcel
606,153로또판매점,충남 아산시 배방로 57-23,충남 아산시 배방읍 공수리 273-32
607,로또명당IC점,경북 칠곡군 칠곡대로 1746,경북 칠곡군 왜관읍 삼청리 483-12
608,행운로또복권,경남 진주시 범골로54번길 11,경남 진주시 충무공동 82-5
609,매물도 복권,경남 통영시 통영해안로 225-1 매물도낚시할인,경남 통영시 서호동 177-395
610,골드스파,서울 금천구 시흥대로 432,서울 금천구 독산동 159-20
611,황금돼지복권방,서울 중랑구 동일로 894,서울 중랑구 묵동 180-16
612,덩굴유통,부산 서구 까치고개로 202-2,부산 서구 아미동2가 67-54
613,디엘복권방,인천 남동구 남촌동로 38,인천 남동구 남촌동 349-2
614,일등로또,경기 광명시 광명로 840,경기 광명시 광명동 290-64
615,행복로또복권방,경기 광주시 곤지암로 70-2,경기 광주시 곤지암읍 곤지암리 441-13
616,황금복권방,경기 김포시 사우중로 52 김포아트프라자,경기 김포시 사우동 928
617,팔봉로또판매점,충남 서산시 팔봉2로 191,충남 서산시 팔봉면 어송리 636-7
618,동남구청 로또명당,충남 천안시 동남구 영성로 101,충남 천안시 동남구 문화동 160-1
619,여우별복권,경북 구미시 비산로3길 33-15,경북 구미시 비산동 447
620,운서로또판매점,인천 중구 마시란로 117,인천 중구 덕교동 662-53
621,로또방(복권판매점),대전 서구 갈마로 193,대전 서구 괴정동 114-33
622,경은 로또 판매점,울산 중구 태화로 37,울산 중구 태화동 938-9
623,한방,세종 당산로 359-1,세종 연서면 봉암리 210-10
624,문형리 슈퍼복권,경기 광주시 오포로 423,경기 광주시 오포읍 문형리 566-9
625,광교클라쓰로또,경기 수원시 영통구 센트럴타운로 106 센트럴프라자,경기 수원시 영통구 이의동 1322-5
626,일로로또판매점,전남 무안군 공원길 12,전남 무안군 일로읍 월암리 186-224
627,로또일번지,경북 구미시 송원서로 46,경북 구미시 송정동 37
628,행복복권,경남 김해시 김해대로332번길 3,경남 김해시 진영읍 진영리 1523
629,지에스(GS)25 산청신안점,경남 산청군 원지강변로61번길 31 오렌지마트,경남 산청군 신안면 하정리 924-20
630,인자복권,제주 제주시 중앙로13길 1,제주 제주시 이도일동 1419-10
631,일등스팟,경기 광주시 새말길 77 그린뷰,경기 광주시 오포읍 신현리 590-4
632,로또복권방,경남 진주시 모덕로 223,경남 진주시 하대동 343-40
633,동행복권,서울 동대문구 전농로 149,서울 동대문구 전농동 295-110
634,세븐일레븐대사럭키점,대전 중구 충무로 4,대전 중구 대사동 246-54
635,금승복권방,경기 파주시 방촌로 1049,경기 파주시 탄현면 낙하리 298-4
636,더 드림,강원 삼척시 대학로 52,강원 삼척시 당저동 132-4
637,세븐유통,경남 창원시 진해구 석동로 59 세이브코아,경남 창원시 진해구 석동 643-5
638,로또복권방,서울 동작구 장승배기로 131-1,서울 동작구 노량진동 231-121
639,지에스25 현대중공업점,울산 동구 방어진순환도로 909,울산 동구 서부동 113-49
640,양지마을 과수원,경기 광명시 양지로 11 유-플래닛광명역유-스트리트몰,경기 광명시 일직동 512
641,지엘(GL)복권,경기 김포시 김포한강4로 571 월드퍼스티오피스텔,경기 김포시 구래동 6878-6
642,다올 복권판매점,경기 포천시 성장로 927,경기 포천시 이동면 노곡리 597-5
643,복권판매점 대박점,충남 공주시 번영1로 79,충남 공주시 신관동 257-12
644,명당로또,전남 완도군 장보고대로 174,전남 완도군 완도읍 군내리 1237
645,행운로또 발산역점,서울 강서구 공항대로 282 현웅빌딩,서울 강서구 내발산동 645-3
646,고척대박복권&카페,서울 구로구 경인로47길 68,서울 구로구 고척동 52-42
647,꽃길로또방,부산 사하구 괴정로 230,부산 사하구 괴정동 555-15
648,황금알 복권판매점,대전 서구 한밭대로570번길 29-4 갤러리빌 8차,대전 서구 월평동 509
649,돈워리복권방,경기 성남시 중원구 둔촌대로 351,경기 성남시 중원구 하대원동 216-14
650,우리로또,경기 의정부시 새말로 7,경기 의정부시 신곡동 757-5
651,세븐일레븐화성봉담수기점,경기 화성시 세자로 358,경기 화성시 봉담읍 수기리 11-39
652,두꺼비복권방,충북 단양군 삼봉로 67 삼덕,충북 단양군 단양읍 상진리 552
653,동행복권,경남 사천시 중앙로 182-1 청해세탁소,경남 사천시 벌리동 47-10
654,일확천금 복권판매점,서울 동작구 상도로 110,서울 동작구 상도동 345-7
655,보람복권,서울 서대문구 통일로39길 22-58,서울 서대문구 홍제동 330-117
656,복권방,서울 서대문구 세검정로1길 96,서울 서대문구 홍은동 48-78
657,행운을주는로또커피,서울 서초구 효령로 423 서초 스페이스다온,서울 서초구 서초동 1339-2
658,수 로또복권방,부산 북구 백양대로 1096 에이스타운,부산 북구 구포동 986-56
659,사상로또,부산 사상구 백양대로 537 감전엘에이치아파트,부산 사상구 감전동 961
660,하이베라스 복권방,인천 계양구 계산새로 71 하이베라스빌딩,인천 계양구 계산동 1062
661,우야 대박 명당,울산 동구 후릉길 1,울산 동구 방어동 901-17
662,로또복권방,경기 부천시 호현로 491,경기 부천시 소사본동 94-8
663,기흥공세로또,경기 용인시 기흥구 탑실로 34,경기 용인시 기흥구 공세동 734-4
664,행운팡팡 진리점,경기 이천시 구만리로 170,경기 이천시 진리동 30-3
665,복권판매점(향교로점),경기 이천시 향교로 53,경기 이천시 창전동 424-40
666,88(팔팔)복권,충남 아산시 아산로 724,충남 아산시 염치읍 서원리 29-4
667,희망복권,서울 송파구 백제고분로28길 24,서울 송파구 삼전동 57-13
668,더디씨 구파발로또,서울 은평구 진관3로 21,서울 은평구 진관동 65
669,로또명당 이천쌀유통,인천 부평구 광장로 34,인천 부평구 부평동 185-22
670,다담,서울 동대문구 장한로18길 50,서울 동대문구 장안동 349-1
671,햇살마트복권,인천 서구 중봉대로586번길 22 청라풍림엑슬루타워,인천 서구 청라동 164-1
672,금동이복권판매점,경기 수원시 영통구 영통로130번길 12 즐거운속셈학원,경기 수원시 영통구 망포동 539
673,이민복권방,충남 천안시 서북구 천안대로 1476,충남 천안시 서북구 성거읍 신월리 398-15
674,가산복권,서울 금천구 시흥대로153길 71,서울 금천구 가산동 149-1
675,힐스테이트신촌,서울 서대문구 북아현로 54-1,서울 서대문구 북아현동 3-130
676,영천,서울 종로구 율곡로 309,서울 종로구 창신동 440-10
677,나눠드림복권방,경기 의정부시 호동로 67 화성프라자,경기 의정부시 호원동 326-6
678,미사복권방,경기 하남시 미사강변동로 85 힐스테이트에코미사,경기 하남시 망월동 1106
679,전천후로또,강원 춘천시 후석로 456,강원 춘천시 후평동 603-8
680,다래로또,충남 천안시 서북구 성환1로 272 자유청과,충남 천안시 서북구 성환읍 성환리 449-451
681,동행복권판매점(태인),전남 광양시 백운1로 13,전남 광양시 태인동 303-6
682,로또플렉스,경남 창원시 의창구 읍성로 100-1,경남 창원시 의창구 소답동 133-21
683,만조복권,서울 구로구 고척로 235,서울 구로구 고척동 194-4
684,크린에이드,서울 중랑구 봉우재로 155,서울 중랑구 상봉동 87-27
685,복터지는방,부산 사하구 다대로 365 장림현대타워아파트,부산 사하구 장림동 506-5
686,으뜸복권방,인천 남동구 남촌로84번길 1,인천 남동구 남촌동 266-26
687,신기복권,경기 군포시 대야1로22번길 2,경기 군포시 대야미동 654-9
688,이마트24 판교큐브점,경기 성남시 분당구 운중로 132,경기 성남시 분당구 운중동 943
689,이마트24삼융시네마점,경기 파주시 경의로 1074,경기 파주시 야당동 1066
690,씨유(CU)포천호국로점,경기 포천시 호국로 1382,경기 포천시 어룡동 85-1
691,수복권방,충남 천안시 서북구 한들1로 88 천안백석LH천년나무1단지아파트,충남 천안시 서북구 백석동 1115
692,부자돼지,전남 순천시 조례연동길 5 순천조례3차대주파크빌,전남 순천시 조례동 372-1
693,자전거 대통령 청라2호점,인천 서구 청라루비로144번길 21,인천 서구 청라동 145-3
694,고흥상회,경기 고양시 일산동구 성현로 389,경기 고양시 일산동구 문봉동 158-42
695,원흥나눔로또,경기 고양시 덕양구 도래울3로 4 몽블랑타워,경기 고양시 덕양구 도내동 1023
696,행운대박로또전문점,경기 부천시 삼작로 188,경기 부천시 내동 216-4
697,은행복권방,경기 성남시 중원구 산성대로 512-1,경기 성남시 중원구 은행동 1579
698,대박복권나라,인천 미추홀구 매소홀로 63,인천 미추홀구 용현동 627-410
699,행복슈퍼,경북 구미시 금오대로10길 5-13,경북 구미시 오태동 742-6
700,로또판매점,경북 영주시 대학로284번길 4-6,경북 영주시 가흥동 1579
701,미니스톱 부산대연점,부산 남구 못골로 40-5 패밀리마트,부산 남구 대연동 1761-10
702,오케이(OK)복권방,대구 서구 국채보상로 343,대구 서구 비산동 368-2
703,미라클,인천 서구 심곡로49번길 2,인천 서구 심곡동 254-6
704,지오,경기 남양주시 금강로 1617,경기 남양주시 진접읍 장현리 31
705,대흥복권,경기 화성시 행정서로3길 4-46,경기 화성시 향남읍 행정리 433-3
706,수유월드통신,서울 강북구 인수봉로 146-1,서울 강북구 수유동 469-206
707,복권맛집,대구 남구 양지남길 15,대구 남구 대명동 3003-16
708,돈벼락,경기 군포시 금당로 112,경기 군포시 당동 736-6
709,천복복권판매점,충남 아산시 모종남로12번길 54,충남 아산시 모종동 690
710,패밀리로또,경북 안동시 제비원로 112,경북 안동시 옥야동 340-3
711,은성로또,서울 구로구 서해안로 2102 솔보프라자,서울 구로구 항동 119-6
712,동행복권,서울 동작구 성대로29길 2 삐아제어린이집,서울 동작구 상도동 202-256
713,信부산모바일,부산 동구 수정중로 32,부산 동구 수정동 554-5
714,로또전문점(행운로또),대구 달성군 테크노상업로 30,대구 달성군 현풍읍 중리 497-2
715,로또나눔복권방,경기 김포시 운곡로 4-1,경기 김포시 장기동 150-2
716,명당로또복권판매점,경기 용인시 기흥구 동백중앙로 225-6 쥬네브스타월드빌딩,경기 용인시 기흥구 중동 842
717,대박복권방,충남 당진시 서해안고속도로 275,충남 당진시 신평면 매산리 513
718,일등로또,충남 보령시 지장골길 42,충남 보령시 죽정동 691
719,오늘도1등,경북 경산시 봉황길 22,경북 경산시 진량읍 봉회리 52-4
720,세종,경남 양산시 황산로 601,경남 양산시 물금읍 범어리 972-9
721,영재복권,경남 창원시 마산회원구 삼계숲길 27 진우식육식당,경남 창원시 마산회원구 내서읍 삼계리 558
722,로또판매점,서울 강서구 공항대로41길 34 플러스존,서울 강서구 등촌동 700
723,청라복권방,인천 서구 중봉대로 587 홈플러스인천청라점,인천 서구 청라동 157-22
724,나눔로또,대전 대덕구 중리서로 30 영진로얄아파트,대전 대덕구 중리동 275-1
725,대박복권,울산 남구 산업로355번길 48,울산 남구 야음동 364-6
726,로또다로또,경기 성남시 수정구 시민로 233-1,경기 성남시 수정구 태평동 2378
727,꽃길,경기 수원시 권선구 정조로 571,경기 수원시 권선구 세류동 477-5
728,로뎀복권판매점,전남 목포시 산정로 196-1,전남 목포시 용당동 964-79
729,천금로또,경북 청도군 금천로 81,경북 청도군 금천면 동곡리 648-1
730,대박로또방,경남 양산시 삼호로 71,경남 양산시 삼호동 871-10
731,금산복권방,경남 진주시 금산순환로 3,경남 진주시 금산면 장사리 948-2
732,제일복권,제주 제주시 관덕로 8,제주 제주시 삼도이동 903
733,방이로또,서울 송파구 가락로 245,서울 송파구 방이동 136-5
734,탑로또,인천 남동구 서창남로 81 투엠프라자,인천 남동구 서창동 686-2
735,꿈한잔,경남 김해시 서부로 1480,경남 김해시 주촌면 내삼리 744-7
736,이마트24 심곡대동점,인천 서구 심곡로 129,인천 서구 심곡동 283-8
737,복권판매점(로또킹),경기 광명시 기아로 46,경기 광명시 소하동 1238
738,로또공간,경기 부천시 장말로176번길 32,경기 부천시 상동 242
739,좋은날 복권방,"전북 남원시 의총로 78 메이커스쿨,용남건재,용남삼베,대동지업사",전북 남원시 하정동 227
740,지G7로또복권점,전남 영광군 법성포로2길 28,전남 영광군 법성면 법성리 1221-1
741,황금복권방,경북 의성군 도리원1길 45,경북 의성군 봉양면 화전리 125-1
742,머니데이,서울 서초구 방배로 76 머리재빌딩,서울 서초구 방배동 984-1
743,행운복권방,울산 중구 평동3길 1 푸르지오,울산 중구 유곡동 69
744,근처로또,경기 수원시 팔달구 효원로 187,경기 수원시 팔달구 인계동 1008-10
745,동문그린복권방,경기 파주시 대원로 66 그린시티동문아파트,경기 파주시 조리읍 대원리 221-8
746,대박로또,전북 부안군 오리정로 105,전북 부안군 부안읍 봉덕리 595-3
747,대명복권,경북 경주시 구부랑4길 14-8,경북 경주시 안강읍 산대리 2395
748,지에스25화정한양점,광주 서구 월드컵4강로28번길 43,광주 서구 화정동 1148
749,동행로또복권방,경기 광명시 시청로 142-1,경기 광명시 철산동 62-1
750,그집석쇠불고기,경기 수원시 영통구 대학1로8번길 91,경기 수원시 영통구 이의동 1266-9
751,칠성슈퍼,경기 안산시 단원구 선부광장1로 32 칠성프러스타운,경기 안산시 단원구 선부동 1070-16
752,로또동탄호수공원점,경기 화성시 동탄순환대로3길 27-25,경기 화성시 송동 712-9
753,황금복권,충북 청주시 상당구 쇠내로 101,충북 청주시 상당구 금천동 100-7
754,태안로또명당,충남 태안군 샘골로 12-1,충남 태안군 태안읍 동문리 312-5
755,허그샌드,서울 강남구 밤고개로1길 10 수서현대벤쳐빌,서울 강남구 수서동 713
756,현대오토부분정비,울산 남구 갈밭로10번길 11,울산 남구 삼산동 1603-3
757,또또와복권방,세종 나성북로 30 퍼스트원,세종 나성동 361-50
758,환영로또복권,경기 군포시 금산로72번길 9,경기 군포시 산본동 224-19
759,대박찬란한 복권방,경기 시흥시 금오로 606,경기 시흥시 과림동 53-3
760,로또복권(D.C.T),경기 용인시 처인구 백옥대로 1072,경기 용인시 처인구 김량장동 24
761,내토287로또,충북 제천시 내토로 287,충북 제천시 천남동 132
762,풍세일등로또판매점,충남 천안시 동남구 풍세로 547,충남 천안시 동남구 풍세면 남관리 53
763,창포복권,경북 포항시 북구 새천년대로 1123 부산프라자,경북 포항시 북구 창포동 645-2
764,세븐11명당,서울 송파구 삼학사로 32 YH빌딩,서울 송파구 석촌동 217-1
765,홈런복권방,광주 북구 서림로 27,광주 북구 임동 146-2
766,복권판매점,인천 서구 원당대로 628 보미골드리즌빌,인천 서구 당하동 1077-3
767,주시네 복권방,경기 고양시 일산서구 가좌로 16 스카이프라자,경기 고양시 일산서구 가좌동 135-6
768,로또스테이션,경기 안산시 단원구 선부광장1로 81 주공15단지아파트,경기 안산시 단원구 선부동 1080
769,탑복권판매점,경기 평택시 도일로 149,경기 평택시 도일동 240-4
770,로또생각,경남 통영시 무전6길 48-15 임마누엘캠퍼스,경남 통영시 북신동 693-2
771,토스터리 아리울,부산 동구 중앙대로286번길 3-1,부산 동구 초량동 1163-9
772,더칸(The Khan),경기 군포시 고산로151번길 20,경기 군포시 당정동 971-7
773,로또복권,경기 평택시 중앙로 41-1,경기 평택시 비전동 633-15
774,한결.은결.은찬로또(아이스비어),경기 하남시 미사강변중앙로 190 하남미사롯데캐슬스타,경기 하남시 망월동 1099
775,청호복권방,전남 목포시 용당로 296,전남 목포시 용해동 353
776,남원복권방,제주 서귀포시 일주동로 7133,제주 서귀포시 남원읍 남원리 166-4
777,동행그레이스,서울 영등포구 양산로23길 1,서울 영등포구 당산동3가 326-2
778,로또대박,세종 장척로 571,세종 장군면 봉안리 377-8
779,행운복권,경기 광주시 행정타운로 98,경기 광주시 회덕동 385
780,황금터복권판매점,경기 부천시 중동로70번길 15,경기 부천시 송내동 504
781,365대박찬스,경기 양주시 고읍로 96 그린프라자,경기 양주시 광사동 655-1
782,강서로또,서울 강서구 양천로 401 강서한강자이타워,서울 강서구 가양동 1498
783,행운뚝딱,서울 관악구 관천로19길 75,서울 관악구 신림동 478-26
784,세계로생활가전,서울 동작구 보라매로 104,서울 동작구 신대방동 348-3
785,현정이네,부산 서구 보수대로 184,부산 서구 동대신동2가 200-12
786,동아,대구 북구 칠곡중앙대로 385-1,대구 북구 태전동 961-19
787,대박로또복권,경기 군포시 당산로135번길 47,경기 군포시 금정동 758-2
788,복권판매점(로또방),경기 남양주시 비룡로 133,경기 남양주시 화도읍 묵현리 74-14
789,로또방,경기 의정부시 범골로 42,경기 의정부시 호원동 366-25
790,이제이,경기 화성시 동탄산척로2나길 4-12,경기 화성시 산척동 711-2
791,큰별복권판매점,충남 논산시 중앙로 318,충남 논산시 취암동 505-3
792,행운로또복권방,충남 천안시 서북구 상덕로 44 고고노래연습장,충남 천안시 서북구 직산읍 자은가리 165-2
793,행운로또 복권판매점,경남 김해시 율하숲길 16,경남 김해시 장유동 843-2
794,광덕마산,경남 창원시 마산회원구 석전남8길 9,경남 창원시 마산회원구 석전동 262-6
795,크로버복권방,인천 미추홀구 소성로 334,인천 미추홀구 문학동 391-1
796,다올공인중개사사무소,인천 서구 승학로512번길 26-1,인천 서구 검암동 620-2
797,MY레몬,경기 광명시 금하로 533,경기 광명시 소하동 34-70
798,별빛로또,경기 남양주시 경춘로 1665,경기 남양주시 화도읍 묵현리 388
799,행운,경기 의정부시 평화로 569,경기 의정부시 의정부동 206-11
800,아라복권(GS편의점),경기 화성시 남양로 675,경기 화성시 남양읍 남양리 2320-4
801,최고부동산공인중개사사무소,경남 사천시 한내로 11 비비큐치킨,경남 사천시 동금동 435-6
802,만수르유통,서울 마포구 동교로 72-1,서울 마포구 합정동 428-22
803,시온복권방,서울 용산구 새창로 213,서울 용산구 한강로2가 2-196
804,바사기,부산 강서구 명지국제11로 53,부산 강서구 명지동 3334-2
805,세븐일레븐 부평애니점,인천 부평구 시장로30번길 27,인천 부평구 부평동 152-3
806,성현복권,인천 중구 도원로 31,인천 중구 도원동 28-102
807,크린에이드 월산부영점,경기 남양주시 경춘로2248번길 15 남양주월산사랑으로부영1단지,경기 남양주시 화도읍 월산리 1528
808,리치리치,경기 안양시 동안구 동편로183번길 26,경기 안양시 동안구 관양동 1693-6
809,수지복권,경기 용인시 수지구 현암로 164,경기 용인시 수지구 죽전동 1190-5
810,또와복권판매점,강원 동해시 감추4길 18,강원 동해시 천곡동 976-1
811,찰칵스튜디오,강원 철원군 삼부연로 14 고운가정의학과의원,강원 철원군 갈말읍 신철원리 693-3
812,행운플러스,전북 전주시 완산구 용머리로 96,전북 전주시 완산구 효자동1가 547
813,대상,경남 창원시 의창구 동곡로 16,경남 창원시 의창구 북면 무동리 148-1
814,로또명당,서울 강동구 구천면로41길 41,서울 강동구 천호동 303-4
815,사슴,서울 강북구 삼양로 335 산성교회,서울 강북구 수유동 472-5
816,운수좋은날,서울 마포구 월드컵북로 381 상암월드컵파크4단지,서울 마포구 상암동 1655
817,미니스톱 부산당리점,부산 사하구 승학로 20,부산 사하구 당리동 306-70
818,로또까페,인천 계양구 길마로 35 구일빌딩,인천 계양구 효성동 51-1
819,복권판매점,인천 남동구 석정로 560 명성빌딩,인천 남동구 간석동 606-3
820,동현복권,울산 남구 신복로 72,울산 남구 무거동 831-1
821,대박명당복권,울산 동구 봉수로 290 e편한세상전하,울산 동구 전하동 630-1
822,명당,경기 남양주시 수레로 10,경기 남양주시 와부읍 덕소리 480-5
823,드림로또,경기 부천시 부일로 483,경기 부천시 심곡동 169-5
824,천하명당,경기 안산시 단원구 광덕2로 193-19 썬라이즈,경기 안산시 단원구 고잔동 768-4
825,씨유미사로또점,경기 하남시 미사강변한강로 295 하남미사롯데캐슬헤븐시티Ⅱ,경기 하남시 망월동 1148
826,아임로또(I am lotto),충남 천안시 서북구 서부대로 765 사랑채,충남 천안시 서북구 두정동 1939
827,하오하오복권랜드,전북 진안군 진무로 1113-1,전북 진안군 진안읍 군상리 405-2
828,복권판매점까페1982,전남 목포시 죽교천로 2,전남 목포시 죽교동 573-22
829,이마트24 창원팔용 동행복권점,경남 창원시 의창구 남산로 8 풍전빌딩,경남 창원시 의창구 팔용동 166-13
830,로또카페,서울 강서구 강서로74길 3 가양빌딩,서울 강서구 가양동 129-15
831,황금장어,서울 영등포구 대림로 228,서울 영등포구 대림동 664-17
832,금샘,부산 사상구 사상로 269,부산 사상구 덕포동 428-28
833,행운 로또,인천 미추홀구 낙섬서로 30,인천 미추홀구 용현동 621-27
834,대풍로또복권,인천 연수구 청룡로 10-2,인천 연수구 옥련동 351-11
835,복권방,대전 동구 동산초교로23번길 25,대전 동구 홍도동 37-9
836,두꺼비복권방,경기 안산시 상록구 충장로 112-1,경기 안산시 상록구 본오동 894-16
837,로또통신,경기 용인시 처인구 포곡로 305 향촌,경기 용인시 처인구 포곡읍 삼계리 485-11
838,제천시현로또점,충북 제천시 의림대로 340,충북 제천시 청전동 325-10
839,로또판매점,충남 서산시 독곶1로 7,충남 서산시 대산읍 독곶리 101-6
840,황금돼지 입장점,충남 천안시 서북구 입장로 123 입장공판장,충남 천안시 서북구 입장면 하장리 80-2
841,황재복권방,경북 안동시 퇴계로 233-22 계림플러스,경북 안동시 안막동 69-11
842,로또판매점,경남 거제시 중곡로3길 46,경남 거제시 고현동 1004-6
843,또또로또(모듬통신),경남 합천군 동서로 67-1,경남 합천군 합천읍 합천리 616-8
844,삼화복권판매점,제주 제주시 화삼북로4길 4 케이하우스,제주 제주시 화북일동 1005-1
845,마실,부산 수영구 광안해변로277번길 28-8 금호,부산 수영구 민락동 190-1
846,로또맛집,인천 남동구 소래역남로16번길 29,인천 남동구 논현동 751-3
847,쌈바강정로또복권,인천 미추홀구 독배로 490-1,인천 미추홀구 숭의동 170-46
848,봉명 행운복권,대전 유성구 온천북로33번길 35-17,대전 유성구 봉명동 624-2
849,한아름 복권,경기 김포시 장차로 19,경기 김포시 고촌읍 신곡리 538-1
850,씨유(CU) 권선중앙점,경기 수원시 권선구 세지로94번길 45,경기 수원시 권선구 권선동 973-5
851,행운복권,경기 안산시 상록구 석호로 216,경기 안산시 상록구 사동 1320-4
852,행운팡팡 복권방,경기 안양시 동안구 경수대로 980 안양임곡휴먼시아나상가동,경기 안양시 동안구 비산동 1163
853,대박로또점,경기 화성시 발안로 101 정메디프라자,경기 화성시 향남읍 행정리 474-3
854,교북복권방,강원 춘천시 사우벌길 13,강원 춘천시 사농동 596-3
855,복 받을 복권방,충북 청주시 흥덕구 사운로 360,충북 청주시 흥덕구 신봉동 213-6
856,럭키복권방,충남 천안시 서북구 두정로 212 펜타폴리스Ⅱ,충남 천안시 서북구 두정동 1293
857,국제로또,경북 구미시 산업로 100,경북 구미시 원평동 180-4
858,당첨 로또,인천 미추홀구 경원대로 893,인천 미추홀구 주안동 971-11
859,현대설비,인천 중구 흰바위로 35 영종해수사우나,인천 중구 운서동 2793-2
860,행복저장소,경기 부천시 부일로342번길 26-1,경기 부천시 중동 819-8
861,로또복권방,경기 오산시 오산로 353,경기 오산시 궐동 43-4
862,스마트복권,경기 파주시 가나무로 143 파주메트로프라자,경기 파주시 금릉동 211-5
863,희망복권,경북 칠곡군 석전로 129-1,경북 칠곡군 왜관읍 석전리 424-30
864,행운을 주는터,서울 서대문구 홍은중앙로3길 9 북한산두산위브,서울 서대문구 홍은동 19-19
865,행운 로또복권,부산 해운대구 좌동로 107-10,부산 해운대구 좌동 423-5
866,다비 복권방,부산 해운대구 좌동순환로446번길 30,부산 해운대구 중동 919-8
867,복권방,인천 남동구 백범로273번길 1,인천 남동구 간석동 914
868,복권판매점(복조리),경기 양주시 화합로 1579,경기 양주시 회암동 566-6
869,양주역 복권방,경기 양주시 외미로64번길 70,경기 양주시 남방동 117-7
870,동행복권,전북 전주시 덕진구 솔내로 133 전평신협,전북 전주시 덕진구 송천동1가 118-1
871,대박로또,경북 영천시 금호로 88 태성맨션,경북 영천시 금호읍 덕성리 101-4
872,굿샵 진해자은점,경남 창원시 진해구 냉천로 156,경남 창원시 진해구 자은동 138-1
873,행운복권,서울 강북구 솔샘로 212 신영빌딩,서울 강북구 미아동 1339-1
874,다복동행복권,서울 관악구 봉천로 335,서울 관악구 봉천동 950-25
875,복권판매점,인천 남동구 하촌서로 9,인천 남동구 만수동 932-19
876,서대전로또복권방,대전 서구 가수원로 106 은아아파트3단지,대전 서구 가수원동 762
877,삼덕 공원점,경기 안양시 만안구 병목안로 31-1,경기 안양시 만안구 안양동 711-6
878,중앙로또,경기 하남시 미사강변중앙로 219 레이크힐,경기 하남시 망월동 1077-2
879,개운지,충북 증평군 광장로 107,충북 증평군 증평읍 교동리 100-3
880,황금돼지복권방,충남 서천군 군청로 25,충남 서천군 서천읍 군사리 513-1
881,영준이네,충남 천안시 동남구 구성6길 1,충남 천안시 동남구 구성동 458-3
882,창신할인마트,경북 경산시 경산로 136-3,경북 경산시 사정동 16-13
883,행운복권방,경북 상주시 남성3길 42,경북 상주시 남성동 158-2
884,시찬스 테크놀러지,경남 고성군 두포1길 166-5,경남 고성군 삼산면 두포리 1074
885,로또명당,경남 창원시 의창구 사화로 72,경남 창원시 의창구 팔용동 88-2
886,신화로또,경남 창원시 마산회원구 3·15대로 750 마산시외버스터미널,경남 창원시 마산회원구 합성동 267
887,행운드림복권방,서울 동대문구 천호대로69길 12 골든메카,서울 동대문구 답십리동 530-8
888,다람쥐로또,서울 마포구 동교로 40,서울 마포구 합정동 433-1
889,골든복권방,부산 동래구 수안로8번길 35,부산 동래구 수안동 40-13
890,찐 로또&아이스크림,인천 미추홀구 인주대로306번길 1,인천 미추홀구 주안동 722-25
891,거기복권방,대전 중구 선화로 118 금환빌딩,대전 중구 선화동 280-1
892,삼성마을 복권방,경기 군포시 삼성로87번길 4-12,경기 군포시 당동 1031-4
893,노다지복권,경기 시흥시 은계중앙로306번길 69,경기 시흥시 대야동 652-2
894,지우마트,경기 평택시 고덕여염11길 28,경기 평택시 고덕면 여염리 4406-2
895,복권판매점,충북 증평군 초중로 74,충북 증평군 증평읍 초중리 567-10
896,샐러드하우스,충남 아산시 월천6길 31,충남 아산시 배방읍 북수리 1794
897,대박복권,충남 천안시 동남구 목천안터2길 20,충남 천안시 동남구 목천읍 신계리 172-10
898,로또카페크레마,경북 구미시 강동로 971,경북 구미시 산동면 인덕리 872-8
899,인생역전로또복권방,경남 진주시 진주역로 114,경남 진주시 가좌동 2058
900,다모아로또,제주 제주시 일주서로 7864,제주 제주시 연동 2304-2
901,모모복권,서울 강서구 양천로14길 35,서울 강서구 방화동 564-94
902,타이탄복권,부산 금정구 남산로 30,부산 금정구 남산동 335-44
903,로또(동행복권),대전 대덕구 중리북로 7,대전 대덕구 중리동 132-1
904,좋은 날,경기 수원시 팔달구 팔달문로 165,경기 수원시 팔달구 우만동 531-3
905,시흥로또,경기 시흥시 비둘기공원2길 10 효정산업,경기 시흥시 대야동 557-2
906,부자복권방,경기 안산시 단원구 초지동로 73 황금프라자,경기 안산시 단원구 초지동 728
907,황금복권판매점,경기 양주시 부흥로 994,경기 양주시 백석읍 방성리 52-3
908,나무그늘,경기 용인시 처인구 고림로 200,경기 용인시 처인구 고림동 603-4
909,행복복권,충북 보은군 교사삼산길 11,충북 보은군 보은읍 교사리 44-11
910,동다리복권,충북 보은군 삼산로 4,충북 보은군 보은읍 교사리 38-3
911,행운방,충남 천안시 서북구 삼은3길 14 아람타워,충남 천안시 서북구 직산읍 삼은리 300
912,지에스(GS)25 진동에이스점,경남 창원시 마산합포구 신서촌1길 49,경남 창원시 마산합포구 진동면 진동리 624-10
913,삼양점방 삼양로또방,제주 제주시 일주동로 382-1,제주 제주시 삼양이동 2181-5
914,천운명당복권방,부산 남구 수영로366번길 31,부산 남구 대연동 7-4
915,백세복권판매점,대구 수성구 지산로 67,대구 수성구 지산동 1268-24
916,정가네 가람기정떡,인천 남동구 에코중앙로156번길 5-27,인천 남동구 논현동 772-4
917,가평로또방,경기 가평군 석봉로 240 스마트빌딩,경기 가평군 가평읍 읍내리 744-3
918,중흥OK공인중개사사무소,경기 화성시 진등1길 52,경기 화성시 봉담읍 상리 28-1
