number,name,addressStreet,addressParcel
1,가로판매점제55호,서울 용산구 청파로 286,서울 용산구 청파동2가 120-35
2,아싸 대박 복권,서울 은평구 진흥로13길 13-4,서울 은평구 대조동 33-2
3,루이방,경기 과천시 중앙로 135-1,경기 과천시 중앙동 40-1
4,드림복권판매점,전북 전주시 완산구 밤나무2길 2,전북 전주시 완산구 효자동1가 625-10
5,불모산로또탐험대,경남 김해시 금관대로 187,경남 김해시 대청동 800-11
6,단지정육점,서울 노원구 섬밭로 287,서울 노원구 중계동 504-1
7,인생로또식물가게,서울 종로구 삼일대로30길 21,서울 종로구 낙원동 58-1
8,충신 행운복권방,서울 종로구 율곡로 253,서울 종로구 충신동 27-17
9,삼천리 하이퍼마켓,서울 중랑구 겸재로36길 25,서울 중랑구 면목동 506-42
10,로또명당,대구 북구 관음로 51,대구 북구 관음동 1369
11,씨유 과천해오름점,경기 과천시 중앙로 59,경기 과천시 갈현동 692
12,골드복권,경기 의정부시 회룡로 188,경기 의정부시 장암동 20-9
13,공단복권방,전북 익산시 석암로 163,전북 익산시 석암동 389-153
14,노다지복권판매점,전북 익산시 군익로 439-1,전북 익산시 송학동 266
15,진안복권,전북 진안군 중앙로 119-4,전북 진안군 진안읍 군상리 459-1
16,옥포 이편한점,경남 거제시 성산로 42,경남 거제시 옥포동 878-4
17,6/45 로또,서울 강동구 아리수로93가길 87,서울 강동구 강일동 215
18,금손 로또복권,부산 사하구 장림로 178,부산 사하구 장림동 327-2
19,영슈퍼,대전 서구 문정로150번길 7,대전 서구 탄방동 1163
20,봄이네복권,경기 성남시 수정구 산성대로93번길 25,경기 성남시 수정구 수진동 4002
21,일등로또,경기 파주시 갈현로 38,경기 파주시 탄현면 갈현리 287-6
22,신박한 로또,경기 하남시 미사강변동로 70,경기 하남시 망월동 1134-2
23,대성로또,전북 익산시 와리길 7-6,전북 익산시 함열읍 와리 565-12
24,주인공로또판매점,전북 익산시 서동로 150,전북 익산시 마동 77-5
25,유진장갑보루,경북 경산시 하양로 476,경북 경산시 와촌면 계당리 144-4
26,행복충전,경북 포항시 북구 삼흥로 441,경북 포항시 북구 흥해읍 남송리 743-5
27,로또GS송림점,경남 밀양시 삼문중앙로 48,경남 밀양시 삼문동 171-6
28,이마트24창원진동점,경남 창원시 마산합포구 신서촌로 20,경남 창원시 마산합포구 진동면 진동리 627-5
29,신효복권판매점,제주 서귀포시 효돈로123번길 1,제주 서귀포시 신효동 762-1
30,수 복권방,서울 광진구 능동로49길 41,서울 광진구 중곡동 230-16
31,365복권,서울 동대문구 제기로 154,서울 동대문구 청량리동 36-12
32,지에스25시 양재구룡공원,서울 서초구 동산로16길 33,서울 서초구 양재동 398-13
33,우리마트,서울 종로구 창경궁로 109,서울 종로구 인의동 112-2
34,동행로또,부산 동구 초량상로79번길 33-2,부산 동구 초량동 931-19
35,좋은하루,부산 중구 충장대로9번길 17-1,부산 중구 중앙동4가 84-23
36,선비일층슈퍼,대전 대덕구 계족산로 135,대전 대덕구 송촌동 462
37,하나마트,대전 동구 매봉로 18,대전 동구 가양동 434
38,대운상사,경기 남양주시 장현로 178,경기 남양주시 진접읍 장현리 229-4
39,로또 판매점,경기 동두천시 중앙로 277,경기 동두천시 생연동 602-15
40,베스트,경기 성남시 수정구 위례서일로3길 2,경기 성남시 수정구 창곡동 547-13
41,아름드림 복권방,경기 수원시 팔달구 덕영대로 693,경기 수원시 팔달구 화서동 644-1
42,하늘이네복권,제주 제주시 임항로 266,제주 제주시 건입동 1037-6
43,복권점,서울 동대문구 전농로 136,서울 동대문구 전농동 33-38
44,동행복권,부산 동래구 명안로 50-2,부산 동래구 명장동 140-49
45,라온,경기 남양주시 경춘로 2173,경기 남양주시 화도읍 월산리 312-4
46,153 마트,경기 의정부시 가능로49번길 11,경기 의정부시 가능동 666-19
47,디미방 복권,경기 화성시 동탄영천로 108-21,경기 화성시 영천동 산17-78
48,로또명당,전북 무주군 주계로8길 7,전북 무주군 무주읍 읍내리 236-7
49,동행복권 무주구천점,전북 무주군 구천동로 892,전북 무주군 설천면 삼공리 323-11
50,롤렉스복권방,전북 전주시 완산구 난전들로 251,전북 전주시 완산구 삼천동1가 364-1
51,성산주유소,경북 고령군 성산로 970,경북 고령군 성산면 득성리 139-3
52,씨스페이스구미문성점,경북 구미시 동평로 75,경북 구미시 고아읍 문성리 1604
53,씨유창원천선점,경남 창원시 성산구 안민로159번길 4-1,경남 창원시 성산구 천선동 1168-10
54,세화복덩이,제주 제주시 세화3길 27-2,제주 제주시 구좌읍 세화리 3644-8
55,연수로 로또판매점,부산 연제구 연수로 104,부산 연제구 연산동 825-42
56,월정로또,제주 제주시 일주동로 2592,제주 제주시 구좌읍 행원리 1144
57,돈벼락,서울 도봉구 도봉로 675,서울 도봉구 방학동 703-65
58,시장상회,서울 동대문구 한빛로 58-2,서울 동대문구 용두동 232-1
59,또기쁨복권판매점,서울 서대문구 모래내로15길 40,서울 서대문구 남가좌동 119-27
60,바른로또,대구 달성군 돌미로 52,대구 달성군 옥포읍 강림리 1132
61,동행복권,대구 달성군 돌미로2길 15,대구 달성군 옥포읍 강림리 1133
62,다산 빙그레로또,경기 남양주시 미금로 51,경기 남양주시 다산동 4306-1
63,번영로로또판매점,전북 군산시 번영로 74,전북 군산시 경장동 510-19
64,코아복권판매점,전북 전주시 완산구 팔달로 252,전북 전주시 완산구 서노송동 632-3
65,이영,전북 전주시 완산구 백제대로 115,전북 전주시 완산구 효자동1가 563-5
66,에브리복권,경북 포항시 남구 문덕로38번길 9,경북 포항시 남구 오천읍 문덕리 332-4
67,로또아이스크림,경북 포항시 남구 냉천로 224-1,경북 포항시 남구 오천읍 원리 1423
68,탐나네,제주 제주시 노연로 138,제주 제주시 연동 294-39
69,샤이닝복권,충북 보은군 삼산로1길 16,충북 보은군 보은읍 삼산리 14-6
70,황금복권,충남 논산시 연무로 208-1,충남 논산시 연무읍 마산리 529-6
71,쏘자 토스트&핫도그 어양점,전북 익산시 하나로6길 12,전북 익산시 어양동 634-17
72,마이정보,전북 진안군 진장로 22,전북 진안군 진안읍 군상리 285-4
73,찬스,경북 포항시 북구 신덕로 274,경북 포항시 북구 양덕동 648-6
74,행운공간,제주 서귀포시 화순중앙로 94,제주 서귀포시 안덕면 화순리 358-3
75,나래종합상사,충북 괴산군 읍내로 273,충북 괴산군 괴산읍 동부리 659-7
76,포유청춘메디칼,충남 논산시 중앙로 500,충남 논산시 화지동 41-54
77,슬치백산로또,전북 임실군 춘향로 3732,전북 임실군 관촌면 슬치리 251-1
78,시너지 통신,제주 서귀포시 천제연로 236-1,제주 서귀포시 중문동 1931-5
79,한방 로또판매점,대전 유성구 유성대로741번길 13,대전 유성구 장대동 265-1
80,대박로또방,대전 중구 보문산로161번길 56,대전 중구 문화동 777
81,CU행운로또 세종디펠리체점,세종 나성북1로 22,세종 나성동 790
82,씨유제주이도남광점,제주 제주시 오복4길 30,제주 제주시 이도이동 1076-19
83,국물이시원해,부산 금정구 금강로 365,부산 금정구 장전동 116-15
84,로즈네일,부산 수영구 수영로510번길 21,부산 수영구 광안동 181-18
85,씨유 민락현대점,부산 수영구 무학로 64,부산 수영구 민락동 151-12
86,황금돼지 마트(복권방),경남 김해시 금관대로599번길 29,경남 김해시 무계동 156-1
87,타코칩스,부산 동래구 충렬사로 67,부산 동래구 명장동 25-59
88,황금로또,경기 안산시 단원구 대부황금로 761,경기 안산시 단원구 대부동동 200-9
89,일등럭키,경기 의왕시 오전로 43,경기 의왕시 오전동 856
90,꿈나무,부산 동구 고관로 76,부산 동구 초량동 1143-8
91,로또 명당,대구 동구 화랑로75길 69,대구 동구 방촌동 1084-479
92,로또스타,경기 고양시 일산동구 호수로 340-28,경기 고양시 일산동구 백석동 1318-4
93,동행복권,서울 관악구 호암로 569,서울 관악구 신림동 1529-4
94,다이아 복권방,서울 구로구 구로동로35길 6,서울 구로구 구로동 409-80
95,대성복권,서울 동대문구 무학로 72,서울 동대문구 용두동 129-414
96,일등로또,서울 송파구 위례광장로 270,서울 송파구 장지동 895
97,마션,서울 중랑구 봉화산로56길 69,서울 중랑구 신내동 449-5
98,로터리 클럽,인천 미추홀구 인하로 250-1,인천 미추홀구 주안동 844-51
99,만수르 복권방,대전 서구 원도안로224번안길 27,대전 서구 도안동 1115
100,미래로또,경기 김포시 사우중로73번길 5,경기 김포시 북변동 815
101,고등타운 노다지점,경기 수원시 팔달구 고등로 8,경기 수원시 팔달구 고등동 272-50
102,더드림,경기 안산시 단원구 원선로 55,경기 안산시 단원구 원곡동 826-12
103,지에스25의정부제일시장,경기 의정부시 시민로 129-1,경기 의정부시 의정부동 173-21
104,강남로또판매점,경북 안동시 강남1길 98-12,경북 안동시 정하동 297-13
105,꿈을주는집,경남 양산시 황산로 697,경남 양산시 물금읍 범어리 413-9
106,대박복권,서울 마포구 독막로 21,서울 마포구 합정동 413-8
107,돈벼락,부산 사하구 괴정로 191,부산 사하구 괴정동 582-53
108,샹제르망베어커리,광주 북구 북문대로159번길 25,광주 북구 운암동 1038-20
109,김포학운로또복권,경기 김포시 황금3로7번길 85,경기 김포시 양촌읍 학운리 3549
110,국제테마복권(억),경기 화성시 꽃내음2길 46-3,경기 화성시 새솔동 0
111,달인로또,충남 홍성군 도청대로 83,충남 홍성군 홍성읍 소향리 9-2
112,행운복권방,경북 경주시 북성로29번길 11-1,경북 경주시 성건동 488-7
113,명당복권방,경남 거제시 장평로 37,경남 거제시 장평동 56-1
114,로또픽,서울 양천구 지양로 62,서울 양천구 신월동 971-5
115,티에스네트웍스,서울 영등포구 신길로28길 9,서울 영등포구 신길동 240-16
116,참사랑로또,부산 남구 용호로 159,부산 남구 용호동 394-10
117,따봉로또복권,부산 부산진구 연지로 8,부산 부산진구 연지동 179-10
118,이마트24 부산신평협성점,부산 사하구 장평로 339,부산 사하구 신평동 11-6
119,정로또,광주 북구 하남대로 619,광주 북구 동림동 900-75
120,드림행복로또,세종 반곡1길 9,세종 반곡동 393-1
121,로또,경기 고양시 일산동구 무궁화로 20-18,경기 고양시 일산동구 장항동 759
122,행운로또,경기 성남시 분당구 내정로173번길 49,경기 성남시 분당구 수내동 33-2
123,복권방,경기 안성시 장미길 54-16,경기 안성시 공도읍 마정리 45-151
124,복권판매점,경남 고성군 남포로 62,경남 고성군 고성읍 수남리 529-5
125,천하1등로또방,서울 동대문구 한천로18길 32,서울 동대문구 장안동 183-2
126,기아소리사,대구 서구 팔달로 48,대구 서구 비산동 1609-3
127,일등다방 복권판매점,인천 계양구 오조산로45번길 16,인천 계양구 계산동 1081-6
128,건우로또,대전 서구 청사로 282,대전 서구 둔산동 909
129,로또1등판매점,경북 구미시 당산로 4,경북 구미시 고아읍 문성리 0
130,로또명당 옥동점,경북 안동시 복주1길 42,경북 안동시 옥동 786-1
131,조앤샵,경남 창원시 진해구 충장로 110,경남 창원시 진해구 충무동 18-6
132,뷰티코어,서울 은평구 진흥로 91-1,서울 은평구 역촌동 27-3
133,시장로또,경기 고양시 덕양구 지도로35번길 10,경기 고양시 덕양구 토당동 864-4
134,로또행운복권,경북 포항시 북구 삼호로 57,경북 포항시 북구 대신동 65-26
135,씨스페이스 고촌역점,경기 김포시 김포대로 349,경기 김포시 고촌읍 신곡리 1075
136,천운,경기 의정부시 문충로 110,경기 의정부시 고산동 0
137,수원복권,경기 포천시 청군로 3371,경기 포천시 군내면 구읍리 608
138,제천로또,충북 제천시 내제로 271,충북 제천시 청전동 87-11
139,스카이로또,경북 울진군 삼율6길 1-92,경북 울진군 후포면 삼율리 403
140,해오름 복권점,강원 속초시 해오름로 57,강원 속초시 대포동 674-11
141,행운로또복권방,충북 음성군 금석로 84,충북 음성군 금왕읍 무극리 101-1
142,로또명당,충남 천안시 동남구 터미널6길 12,충남 천안시 동남구 신부동 672
143,복권명당,경북 경주시 구어2산단로 149,경북 경주시 외동읍 구어리 1411-36
144,아라점빵,제주 제주시 중앙로 596-1,제주 제주시 아라일동 6080
145,하이오커피숍,부산 남구 수영로 366,부산 남구 대연동 29-1
146,로또공인중개사사무소,광주 북구 양산로71번길 34,광주 북구 본촌동 3078
147,로또앤커피,경기 화성시 동탄순환대로25길 24,경기 화성시 영천동 675-7
148,로또의명당,서울 강남구 논현로98길 5,서울 강남구 역삼동 667-17
149,애니콜 로또통신,대구 수성구 상록로2길 77,대구 수성구 범어동 29-1
150,로또로또,경기 성남시 수정구 위례광장로 104,경기 성남시 수정구 창곡동 505
151,고 복권방,경기 하남시 하남대로833번길 9,경기 하남시 덕풍동 318-19
152,미니스톱(나주시청),전남 나주시 예향로 4079,전남 나주시 송월동 1095-9
153,로또(LOTTO)6/45판매점,경남 의령군 의병로16길 24-1,경남 의령군 의령읍 서동리 508-6
154,새희망로또,울산 중구 백양로 47,울산 중구 성안동 823-3
155,영월명당복권,강원 영월군 덕포시장길 1,강원 영월군 영월읍 덕포리 574-8
156,로또복권판매점,경북 구미시 송원동로 69,경북 구미시 원평동 1072-6
157,동탄산단점,경기 화성시 동탄산단8길 19,경기 화성시 방교동 829-1
158,행복드림,서울 마포구 창전로 48-1,서울 마포구 구수동 57-2
159,오륙도 SK뷰점,부산 남구 오륙도로 85,부산 남구 용호동 944
160,돈벼락,경기 구리시 건원대로99번길 75,경기 구리시 인창동 383-104
161,헐 대박 로또판매점,경기 안산시 상록구 후곡로 38,경기 안산시 상록구 사동 1286-8
162,은아할인마트,경남 창원시 성산구 신사로 4,경남 창원시 성산구 신월동 93
163,다온복권방,부산 금정구 부곡로 122,부산 금정구 부곡동 295-15
164,대박 복권,부산 북구 백양대로 1046,부산 북구 구포동 1172-2
165,로또KING,경기 화성시 수노을중앙로 156,경기 화성시 새솔동 0
166,대운복권,충북 영동군 계산로 28-2,충북 영동군 영동읍 계산리 672-19
167,1등복권,인천 부평구 충선로203번길 24,인천 부평구 삼산동 460-9
168,싸가지고가게 범서점,울산 울주군 장검길 83,울산 울주군 범서읍 굴화리 231
169,다정로또복권,세종 다정중앙로 52,세종 다정동 7-2
170,복돼지 복권방,경기 수원시 팔달구 동말로25번길 65,경기 수원시 팔달구 화서동 202-15
171,은혜슈퍼,제주 제주시 연동10길 19,제주 제주시 연동 284-33
172,로또 6/45 복권판매점,서울 관악구 대학길 35,서울 관악구 신림동 246-23
173,로또복권,서울 마포구 월드컵북로54길 17,서울 마포구 상암동 1597
174,복드림,부산 사상구 사상로489번길 30,부산 사상구 모라동 1137
175,드림 복권판매점,경기 부천시 계남로 297,경기 부천시 춘의동 130-11
176,인생로또,경기 용인시 처인구 농촌파크로 223,경기 용인시 처인구 원삼면 고당리 65-1
177,복권방,충남 논산시 계백로 1055,충남 논산시 반월동 199-20
178,당진신평행운복권방,충남 당진시 북부산업로 258,충남 당진시 신평면 부수리 240-4
179,왕대박로또,충남 보령시 보령북로 50,충남 보령시 대천동 618-132
180,행운로또,전북 전주시 덕진구 권삼득로 224,전북 전주시 덕진구 금암동 545-18
181,복권판매,경남 창원시 마산합포구 3·15대로 17,경남 창원시 마산합포구 월남동4가 11-2
182,운수좋은날,경남 창원시 의창구 하남천동길16번길 3,경남 창원시 의창구 도계동 358-10
183,꿈꾸는 행복,경기 김포시 대곶북로 58,경기 김포시 대곶면 초원지리 408-10
184,화수분 복권판매점,경기 동두천시 행선로 101,경기 동두천시 생연동 349-1
185,복권대박,경기 의정부시 범골로157번길 25,경기 의정부시 의정부동 506-4
186,나도일등광혜원,충북 진천군 화랑5길 24-7,충북 진천군 광혜원면 광혜원리 73-3
187,좋은날 복권,인천 미추홀구 낙섬중로46번길 17,인천 미추홀구 용현동 617-73
188,베베하엘,경기 하남시 덕풍남로 6,경기 하남시 덕풍동 818-1
189,도계복권방,강원 삼척시 도계로 287-2,강원 삼척시 도계읍 도계리 393-1
190,인생로또,경기 고양시 덕양구 통일로780번길 20-7,경기 고양시 덕양구 관산동 910-31
191,영일대 복권방,경북 포항시 북구 학전로 26,경북 포항시 북구 항구동 45-4
192,희망로또,제주 제주시 동화로1길 9,제주 제주시 화북일동 10-2
193,찐대박복권,서울 동작구 신대방길 96,서울 동작구 신대방동 591-74
194,로또랑,부산 기장군 일광로 86,부산 기장군 일광면 삼성리 37-18
195,로또노다지행운방,광주 남구 백운로 42,광주 남구 백운동 586-21
196,최강로또방,대전 동구 우암로 325-1,대전 동구 가양동 87-6
197,1등가즈아,경기 화성시 효행로 1060,경기 화성시 병점동 844-3
198,로또카페달달쭈봉,전북 부안군 매창로 202,전북 부안군 부안읍 봉덕리 474
199,또또복권판매점,경북 구미시 신당1로1길 17-10,경북 구미시 산동면 신당리 1445
200,대흥슈퍼,대구 동구 동촌역사로 5,대구 동구 검사동 990-56
201,동인천황금로또,인천 중구 참외전로 110,인천 중구 인현동 2-14
202,행운로또(화정점),광주 서구 화정로 129,광주 서구 화정동 896-1
203,필복권,대전 서구 도마로 33,대전 서구 도마동 35-7
204,88로또판매점,울산 중구 옥골샘4길 29,울산 중구 옥교동 161-2
205,빅히트,경기 안산시 상록구 예술광장1로 115,경기 안산시 상록구 성포동 592-2
206,황금로또복권방,경기 화성시 만년로 472,경기 화성시 정남면 발산리 486-1
207,1등명당,충남 서천군 장항로 220,충남 서천군 장항읍 창선1리 24-26
208,호암1등로또,충북 충주시 호암토성6길 8,충북 충주시 호암동 1120
209,언니네복권,인천 부평구 부평대로 112-1,인천 부평구 부평동 439-11
210,씨유 향동수변점,경기 고양시 덕양구 향동1로 13,경기 고양시 덕양구 향동동 0
211,인생역전,경기 파주시 새꽃로 227,경기 파주시 아동동 352-2
212,역전복권방&휴대폰,강원 태백시 광장로 17,강원 태백시 황지동 273-6
213,빨래터 복권방,대구 남구 대명남로 64,대구 남구 대명동 596-1
214,조이복권,경기 안성시 미양로 129,경기 안성시 미양면 개정리 350-7
215,후스(Who IS),전북 전주시 덕진구 명륜3길 7-1,전북 전주시 덕진구 덕진동1가 1266-38
216,아멘로또,서울 중랑구 용마산로115길 127,서울 중랑구 망우동 479
217,여기로또,울산 북구 송정14길 8,울산 북구 송정동 1217-1
218,이조박복권방,경기 안양시 만안구 병목안로130번길 12,경기 안양시 만안구 안양동 994-28
219,동매복권,부산 사하구 다대로144번길 1,부산 사하구 신평동 82-171
220,진우복권,부산 연제구 월드컵대로 119,부산 연제구 연산동 709-15
221,행운모바일,대전 서구 계백로1158번길 87-3,대전 서구 가수원동 790-6
222,언양로또백화점,울산 울주군 장터1길 17-14,울산 울주군 언양읍 남부리 137-19
223,복돼지,경기 화성시 비봉로 138,경기 화성시 비봉면 양노리 302-2
224,행복드림복권,경북 상주시 함령길 113,경북 상주시 함창읍 구향리 100-9
225,베스트 복권,제주 제주시 연신로 9,제주 제주시 일도이동 71-20
226,갑부복권판매점,서울 용산구 대사관로 80,서울 용산구 한남동 83-2
227,도도복권,서울 성북구 종암로19길 37,서울 성북구 종암동 53-20
228,로또명당 대박복권방,경기 광명시 소하로 78,경기 광명시 소하동 1341
229,로또명당,충남 아산시 음봉로 791,충남 아산시 음봉면 산동리 445-1
230,좋은날,부산 수영구 광안로 17-1,부산 수영구 광안동 144-53
231,태양로또복권,경기 군포시 송부로96번길 13,경기 군포시 도마교동 471
232,대세복권방,경기 용인시 기흥구 구갈로28번길 21-6,경기 용인시 기흥구 구갈동 383
233,네잎클로버,경남 김해시 율하2로 9,경남 김해시 관동동 1064-2
234,로또판매점,제주 제주시 도령로 103,제주 제주시 연동 2325-7
235,복권판매점,경기 성남시 중원구 성남대로1130번길 3,경기 성남시 중원구 성남동 3504
236,로또,서울 서대문구 거북골로 150,서울 서대문구 북가좌동 107-5
237,토프렌드 충주대점,충북 충주시 대학로 12,충북 충주시 대소원면 만정리 193-11
238,정우로또,서울 관악구 남부순환로 1814-2,서울 관악구 봉천동 869-12
239,행복한복권방,전북 전주시 덕진구 혁신로 465,전북 전주시 덕진구 장동 603-4
240,풍년로또,서울 영등포구 국회대로 639-1,서울 영등포구 영등포동8가 29-11
241,여울공원 로또판매점,경기 화성시 동탄광역환승로 73,경기 화성시 오산동 973
242,금손로또,서울 강서구 공항대로8길 35,서울 강서구 공항동 41-74
243,장수복권,서울 관악구 난곡로 223,서울 관악구 신림동 727-22
244,한양,서울 송파구 중대로16길 11,서울 송파구 가락동 142-3
245,동행복권(황금돼지),경기 용인시 처인구 오포로 94,경기 용인시 처인구 모현읍 능원리 15-6
246,강릉 더샵 로또,강원 강릉시 입암로29번길 11,강원 강릉시 입암동 711
247,꿈드림복권,경남 창원시 마산회원구 용마로 130,경남 창원시 마산회원구 양덕동 149-20
248,새말로또점,강원 횡성군 한우로 1413,강원 횡성군 우천면 우항리 412
249,지금이순간(복권방),제주 제주시 중앙로13길 21,제주 제주시 일도일동 1484-7
250,효당복권판매점,제주 제주시 노형로 355,제주 제주시 노형동 2520-18
251,굿데이,경기 성남시 분당구 서현로180번길 26,경기 성남시 분당구 서현동 258-1
252,솔 복권방,서울 관악구 은천로 3,서울 관악구 봉천동 963-10
253,동구 복권방,부산 동구 수정동로 22,부산 동구 수정동 547-25
254,금두꺼비,부산 사하구 다송로 12,부산 사하구 다대동 85-12
255,명품로또,세종 새롬중앙1로 13 새뜸마을6단지,세종 새롬동 341-94
256,호돌이복권방,경기 김포시 황금로109번길 80,경기 김포시 양촌읍 학운리 2980-4
257,이마트24 시흥양지점,경기 시흥시 복지로43번길 5,경기 시흥시 대야동 491-49
258,공지천복권방,강원 춘천시 영서로 2492,강원 춘천시 근화동 742
259,로또 대박점,충남 홍성군 충서로 1067-15,충남 홍성군 구항면 마온리 1-1
260,세븐일레븐 목포원산점,전남 목포시 양을로41번길 43,전남 목포시 산정동 1781-11
261,스타복권,전남 목포시 고하대로 688-1,전남 목포시 산정동 1756-1
262,행운복권,전남 화순군 광덕로 147 유창허니문맨션 3차,전남 화순군 화순읍 광덕리 321
263,노형로또마트,제주 제주시 수덕로 6,제주 제주시 노형동 2581-5
264,복권정복,서울 강동구 고덕로24길 9,서울 강동구 암사동 452-8
265,등촌역로또 네모서비스,서울 강서구 등촌로55길 8 D.오피스,서울 강서구 등촌동 506-14
266,행운까페,서울 관악구 남부순환로 1680,서울 관악구 신림동 10-621
267,복권판매점,부산 동구 고관로 130-2,부산 동구 수정동 215-8
268,행운복권,부산 동구 진성로 91-1,부산 동구 수정동 430-22
269,대박로또복권,대구 동구 메디밸리로 5-21,대구 동구 대림동 888-2
270,순한편의점,대구 북구 구암로21길 19-1,대구 북구 읍내동 1371-11
271,오늘은로또,대전 중구 대종로 80,대전 중구 옥계동 42-20
272,황금복권,경기 광명시 철산로 62,경기 광명시 철산동 449-2
273,돈벼락,경기 부천시 범안로 220,경기 부천시 옥길동 780-1
274,대박명당,경기 양주시 옥정동로5길 6,경기 양주시 옥정동 1057-9
275,로또맛집,경기 의왕시 봇들로 54 로얄시티,경기 의왕시 포일동 660-3
276,원로또,경기 파주시 문산역로 75,경기 파주시 문산읍 문산리 17-366
277,유상점,경기 하남시 미사강변동로 95,경기 하남시 망월동 1100
278,오대산복권,강원 평창군 진부중앙로 145-1,강원 평창군 진부면 하진부리 42-8
279,희망복권방,충북 청주시 흥덕구 월명로 150,충북 청주시 흥덕구 봉명동 2188
280,제일로또,전남 곡성군 기차마을로 143,전남 곡성군 오곡면 오지리 476-2
281,전국민로또,경북 포항시 남구 동문로 31,경북 포항시 남구 연일읍 동문리 102-6
282,복권판매점(솔밭공원점),경남 창원시 마산합포구 자산서11길 1 한우아파트,경남 창원시 마산합포구 자산동 329-1
283,일도센터,제주 제주시 고마로 37-1,제주 제주시 일도이동 321-26
284,도깨비로또명당,서울 도봉구 도당로 77,서울 도봉구 방학동 662-36
285,럭키라쿤복권상암점,서울 마포구 월드컵북로44길 49,서울 마포구 상암동 35-1
286,다모아 복권방,서울 송파구 새말로8길 14 건영아파트,서울 송파구 문정동 72-3
287,나눔로또,서울 양천구 곰달래로 27,서울 양천구 신월동 122-14
288,대박예림이네,서울 용산구 만리재로 182,서울 용산구 서계동 232-35
289,복전,부산 사하구 윤공단로 136,부산 사하구 다대동 926-3
290,싱글벙글,부산 사하구 다대로 145 강동병원,부산 사하구 신평동 69
291,나무로또,부산 수영구 수영로 505,부산 수영구 광안동 330-22
292,서래명당복권점,대구 달성군 비슬로 654,대구 달성군 현풍읍 원교리 95-4
293,썸머(summer)lotto,대구 수성구 신천동로 294,대구 수성구 수성동1가 649-81
294,행복복권,대구 중구 남산로 47 신아빌딩,대구 중구 남산동 2466-22
295,성공명당점,광주 북구 서방로 48,광주 북구 중흥동 288-6
296,로또 열쇠,경기 고양시 덕양구 행신로303번길 34,경기 고양시 덕양구 행신동 966-6
297,또터졌다복권마트,경기 군포시 군포로565번길 28,경기 군포시 당동 733-18
298,복권판매점,경기 성남시 수정구 남문로77번길 13-1,경기 성남시 수정구 태평동 3075
299,대박로또,경기 수원시 장안구 수성로261번길 81 신협,경기 수원시 장안구 정자동 43-105
300,인생복권,경기 시흥시 희망공원로 269 홈플러스시화점,경기 시흥시 정왕동 2166-4
301,디아이,경기 의정부시 시민로 100 의정부지하상가,경기 의정부시 의정부동 99-6
302,스포츠로또,경기 하남시 아리수로 570,경기 하남시 망월동 1081
303,공지천로또,강원 춘천시 수변공원길 11,강원 춘천시 삼천동 13-1
304,행복복권방,충남 계룡시 번영1길 5-20,충남 계룡시 엄사면 엄사리 179-1
305,힐링복권,충남 당진시 신복운로2길 13,충남 당진시 송악읍 복운리 1646-5
306,광덕로또명당,충남 천안시 동남구 광풍로 961,충남 천안시 동남구 광덕면 매당리 278-13
307,허가네 행운복권,충남 청양군 충의로 1367,충남 청양군 정산면 서정리 231-1
308,건영복권방,전북 정읍시 서부산업도로 244,전북 정읍시 연지동 462
309,정읍인력복권방,전북 정읍시 중앙1길 111,전북 정읍시 수성동 631-2
310,복권방,전남 고흥군 우주항공로 33 도양이마트,전남 고흥군 도양읍 봉암리 3154
311,유코아통신,경북 군위군 경북대로 2185 농산물물류센타,경북 군위군 효령면 고곡리 438
312,명사,경남 진주시 진주대로 1206,경남 진주시 봉곡동 475-5
313,에그셀런트 논현점,서울 강남구 봉은사로1길 35,서울 강남구 논현동 165-15
314,행운복권,서울 구로구 구로중앙로14길 39,서울 구로구 구로동 117-11
315,영영복권방,서울 구로구 경인로 225,서울 구로구 오류동 31-7
316,로또 복권,서울 노원구 한글비석로 436,서울 노원구 상계동 167-20
317,규림,서울 서초구 논현로31길 41 세원빌딩,서울 서초구 양재동 5-1
318,또요,부산 부산진구 신암로 75,부산 부산진구 범천동 1253-12
319,황금대박명당,부산 해운대구 대천로 187 해운대화목타운,부산 해운대구 좌동 1310
320,우리유통,대구 달서구 명덕로 18,대구 달서구 두류동 1192-4
321,복권명당,인천 미추홀구 독정이로 49,인천 미추홀구 숭의동 285-4
322,세러데이 845,광주 광산구 첨단중앙로182번길 90,광주 광산구 쌍암동 688-2
323,대박복권,광주 광산구 송도로 282,광주 광산구 송정동 550-1
324,온천로또방,대전 유성구 계룡로 92 유성CJ나인파크,대전 유성구 봉명동 553-2
325,나이스로또복권,울산 울주군 덕망로 93,울산 울주군 온산읍 덕신리 1334-6
326,꿈드림 복권방,울산 울주군 남문길 21,울산 울주군 언양읍 서부리 7-1
327,원일유통,경기 김포시 가현로 262,경기 김포시 통진읍 가현리 249-5
328,복권판매점,경기 김포시 김포한강8로148번길 8-1,경기 김포시 마산동 667-10
329,삼보,경기 동두천시 동광로 33,경기 동두천시 생연동 828-2
330,대박로또,경기 성남시 중원구 제일로35번길 26,경기 성남시 중원구 성남동 3707
331,거북섬 복권방,경기 시흥시 시화호수전원2길 46-5,경기 시흥시 정왕동 2769-2
332,도깨비,경기 평택시 원평로39번길 26-3,경기 평택시 평택동 120-1
333,복권판매,경기 화성시 남양로 693,경기 화성시 남양읍 남양리 2078-3
